Software_name,category_1,option_1,,category_2,option_2,category_3,option_3,category_4,option_4,category_5,option_5,category_6,option_6,category_7,option_7,category_8,option_8,category_9,option_9,category_10,option_10,category_11,option_11,category_12,option_12,category_13,option_13,category_14,option_14,category_15,option_15,category_16
Zippin,https://www.g2.com/categories/retail-iot,iot-internet-cosas-minorista,https://www.g2.com/categories/retail-iot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buybuddy,https://www.g2.com/categories/retail-iot,iot-internet-cosas-minorista,https://www.g2.com/categories/retail-iot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCR,https://www.g2.com/categories/retail-management-software,gestion-minorista,https://www.g2.com/categories/retail-management-software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland Retail,https://www.g2.com/categories/retail-management-software,gestion-minorista,https://www.g2.com/categories/retail-management-software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooqer,https://www.g2.com/categories/retail-operations,operaciones-minorista,https://www.g2.com/categories/retail-operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCC Ads Manager,https://www.g2.com/categories/retail-pricing,precios-minorista,https://www.g2.com/categories/retail-pricing,https://www.g2.com/categories/retail-media-advertising-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prisync,https://www.g2.com/categories/retail-pricing,precios-minorista,https://www.g2.com/categories/retail-pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price2Spy,https://www.g2.com/categories/retail-pricing,precios-minorista,https://www.g2.com/categories/retail-pricing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Door,https://www.g2.com/categories/retail-space-planning,planificacion-espacios-minorista,https://www.g2.com/categories/retail-space-planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEAFIO AI Retail Platform,https://www.g2.com/categories/retail-space-planning,planificacion-espacios-minorista,https://www.g2.com/categories/retail-space-planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rk,https://www.g2.com/categories/retail-task-management,gestion-tareas-minorista,https://www.g2.com/categories/retail-task-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promomash,https://www.g2.com/categories/trade-promotion-management,gestion-promociones-comerciales,https://www.g2.com/categories/trade-promotion-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Demantra,https://www.g2.com/categories/trade-promotion-management,gestion-promociones-comerciales,https://www.g2.com/categories/trade-promotion-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vividly,https://www.g2.com/categories/trade-promotion-management,gestion-promociones-comerciales,https://www.g2.com/categories/trade-promotion-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoho Desk,https://www.g2.com/categories/help-desk,,#N/A,https://www.g2.com/categories/customer-self-service,,https://www.g2.com/categories/social-customer-service,,https://www.g2.com/categories/digital-customer-service-platforms,,https://www.g2.com/categories/digital-customer-service-platforms,,,,,,,,,,,,,,,,,,,,,,
YouCanBookMe,https://www.g2.com/categories/appointment-reminder,recordatorio-citas,https://www.g2.com/categories/appointment-reminder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acuity Scheduling,https://www.g2.com/categories/appointment-reminder,recordatorio-citas,https://www.g2.com/categories/appointment-reminder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GReminders,https://www.g2.com/categories/appointment-reminder,recordatorio-citas,https://www.g2.com/categories/appointment-reminder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesys Cloud CX,https://www.g2.com/categories/call-center-infrastructure-cci,,#N/A,https://www.g2.com/categories/contact-center,,https://www.g2.com/categories/contact-center-workforce,,https://www.g2.com/categories/speech-analytics,,https://www.g2.com/categories/co-browsing,,https://www.g2.com/categories/customer-service-automation,,,,,,,,,,,,,,,,,,,,
NICE CXone,https://www.g2.com/categories/call-center-infrastructure-cci,,#N/A,https://www.g2.com/categories/contact-center-workforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talkdesk,https://www.g2.com/categories/contact-center,centro-contacto,https://www.g2.com/categories/contact-center,https://www.g2.com/categories/contact-center-quality-assurance,control-calidad-centro-contacto,https://www.g2.com/categories/contact-center-workforce,personal-centro-contacto,,,,,,,,,,,,,,,,,,,,,,,,,
Aircall,https://www.g2.com/categories/contact-center,centro-contacto,https://www.g2.com/categories/contact-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guru,https://www.g2.com/categories/contact-center-knowledge-base,base-conocimientos-centro-contacto,https://www.g2.com/categories/contact-center-knowledge-base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesforce Service Cloud,https://www.g2.com/categories/contact-center-knowledge-base,base-conocimientos-centro-contacto,https://www.g2.com/categories/contact-center-knowledge-base,https://www.g2.com/categories/complaint-management,gestion-quejas,https://www.g2.com/categories/customer-service-automation,automatizacion-servicio-cliente,https://www.g2.com/categories/enterprise-feedback-management,gestion-comentarios-empresariales,,,,,,,,,,,,,,,,,,,,,,,
Scorebuddy,https://www.g2.com/categories/contact-center-quality-assurance,control-calidad-centro-contacto,https://www.g2.com/categories/contact-center-quality-assurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playvox,https://www.g2.com/categories/contact-center-quality-assurance,control-calidad-centro-contacto,https://www.g2.com/categories/contact-center-quality-assurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesken,https://www.g2.com/categories/speech-analytics,analisis-voz,https://www.g2.com/categories/speech-analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeamViewer Remote,https://www.g2.com/categories/co-browsing,navegacion-conjunta,https://www.g2.com/categories/co-browsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glia,https://www.g2.com/categories/co-browsing,navegacion-conjunta,https://www.g2.com/categories/co-browsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshdesk,https://www.g2.com/categories/complaint-management,gestion-quejas,https://www.g2.com/categories/complaint-management,https://www.g2.com/categories/customer-communications-management,gestion-comunicaciones-cliente,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absorb LMS,https://www.g2.com/categories/customer-education,educacion-cliente,https://www.g2.com/categories/customer-education,https://www.g2.com/categories/ethics-and-compliance-learning,aprendizaje-de-etica-y-cumplimiento,https://www.g2.com/categories/corporate-learning-management-systems,,https://www.g2.com/categories/training-management-systems,sistemas-de-gestion-de-la-formacion,,,,,,,,,,,,,,,,,,,,,,,
WorkRamp,https://www.g2.com/categories/customer-education,educacion-cliente,https://www.g2.com/categories/customer-education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Docebo,https://www.g2.com/categories/customer-education,educacion-cliente,https://www.g2.com/categories/customer-education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChurnZero,https://www.g2.com/categories/customer-success,exito-cliente,https://www.g2.com/categories/customer-success,https://www.g2.com/categories/client-onboarding,incorporacion-de-clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gainsight CS,https://www.g2.com/categories/customer-success,exito-cliente,https://www.g2.com/categories/customer-success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst,https://www.g2.com/categories/customer-success,exito-cliente,https://www.g2.com/categories/customer-success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualtrics Customer Experience,https://www.g2.com/categories/experience-management,gestion-experiencias,https://www.g2.com/categories/experience-management,https://www.g2.com/categories/feedback-analytics,analisis-comentarios,https://www.g2.com/categories/proactive-customer-retention,retencion-proactiva-clientes,,,,,,,,,,,,,,,,,,,,,,,,,
Salesforce Field Service,https://www.g2.com/categories/field-service-management,gestion-servicios-campo,https://www.g2.com/categories/field-service-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Nation,https://www.g2.com/categories/field-service-management,gestion-servicios-campo,https://www.g2.com/categories/field-service-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpro,https://www.g2.com/categories/field-service-management,gestion-servicios-campo,https://www.g2.com/categories/field-service-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unbabel,https://www.g2.com/categories/multilingual-customer-support,soporte-cliente-multilingue,https://www.g2.com/categories/multilingual-customer-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokalise,https://www.g2.com/categories/multilingual-customer-support,soporte-cliente-multilingue,https://www.g2.com/categories/multilingual-customer-support,https://www.g2.com/categories/software-localization-tools,software-localization-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,
nguage Weaver,https://www.g2.com/categories/multilingual-customer-support,soporte-cliente-multilingue,https://www.g2.com/categories/multilingual-customer-support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MightyCall,https://www.g2.com/categories/other-customer-service,otro-servicio-cliente,https://www.g2.com/categories/other-customer-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forwarder for Zendesk,https://www.g2.com/categories/other-customer-service,otro-servicio-cliente,https://www.g2.com/categories/other-customer-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDR Call Reporting for Cisco,https://www.g2.com/categories/other-customer-service,otro-servicio-cliente,https://www.g2.com/categories/other-customer-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclipse AI,https://www.g2.com/categories/proactive-customer-retention,retencion-proactiva-clientes,https://www.g2.com/categories/proactive-customer-retention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forethought AI,https://www.g2.com/categories/proactive-customer-retention,retencion-proactiva-clientes,https://www.g2.com/categories/proactive-customer-retention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimpleTexting,https://www.g2.com/categories/proactive-notification,notificacion-proactiva,https://www.g2.com/categories/proactive-notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Security Verify,https://www.g2.com/categories/consent-management-platform-cmp,plataforma-gestion-consentimiento-cmp,https://www.g2.com/categories/consent-management-platform-cmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Didomi,https://www.g2.com/categories/consent-management-platform-cmp,plataforma-gestion-consentimiento-cmp,https://www.g2.com/categories/consent-management-platform-cmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CookieYes,https://www.g2.com/categories/consent-management-platform-cmp,plataforma-gestion-consentimiento-cmp,https://www.g2.com/categories/consent-management-platform-cmp,https://www.g2.com/categories/cookie-tracking,seguimiento-cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,
illow,https://www.g2.com/categories/cookie-tracking,seguimiento-cookies,https://www.g2.com/categories/cookie-tracking,https://www.g2.com/categories/privacy-policy-generator,generador-politicas-privacidad,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrustArc,https://www.g2.com/categories/cookie-tracking,seguimiento-cookies,https://www.g2.com/categories/cookie-tracking,https://www.g2.com/categories/data-breach-notification,notificacion-brechas-datos,https://www.g2.com/categories/data-privacy-management,gestion-privacidad-datos,https://www.g2.com/categories/privacy-impact-assessment-pia,evaluacion-impacto-privacidad-pia,,,,,,,,,,,,,,,,,,,,,,,
PrivacyEngine,https://www.g2.com/categories/data-breach-notification,notificacion-brechas-datos,https://www.g2.com/categories/data-breach-notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Security QRadar SOAR,https://www.g2.com/categories/data-breach-notification,notificacion-brechas-datos,https://www.g2.com/categories/data-breach-notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Ads Data Hub,https://www.g2.com/categories/data-clean-room,sala-limpia-datos,https://www.g2.com/categories/data-clean-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Marketing Cloud,https://www.g2.com/categories/data-clean-room,sala-limpia-datos,https://www.g2.com/categories/data-clean-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowflake,https://www.g2.com/categories/data-clean-room,sala-limpia-datos,https://www.g2.com/categories/data-clean-room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM InfoSphere Optim Data Privacy,https://www.g2.com/categories/data-de-identification,desidentificacion-datos,https://www.g2.com/categories/data-de-identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesforce Security and Privacy,https://www.g2.com/categories/data-de-identification,desidentificacion-datos,https://www.g2.com/categories/data-de-identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private AI,https://www.g2.com/categories/data-de-identification,desidentificacion-datos,https://www.g2.com/categories/data-de-identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MineOS,https://www.g2.com/categories/data-privacy-management,gestion-privacidad-datos,https://www.g2.com/categories/data-privacy-management,https://www.g2.com/categories/data-subject-access-request-dsar,solicitud-acceso-interesado-dsar,https://www.g2.com/categories/sensitive-data-discovery,deteccion-datos-sensibles,,,,,,,,,,,,,,,,,,,,,,,,,
OneTrust Privacy and Data Governance Cloud,https://www.g2.com/categories/data-privacy-management,gestion-privacidad-datos,https://www.g2.com/categories/data-privacy-management,https://www.g2.com/categories/privacy-impact-assessment-pia,evaluacion-impacto-privacidad-pia,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataGrail,https://www.g2.com/categories/data-subject-access-request-dsar,solicitud-acceso-interesado-dsar,https://www.g2.com/categories/data-subject-access-request-dsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transcend,https://www.g2.com/categories/data-subject-access-request-dsar,solicitud-acceso-interesado-dsar,https://www.g2.com/categories/data-subject-access-request-dsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iDenfy,https://www.g2.com/categories/identity-verification,verificacion-identidad,https://www.g2.com/categories/identity-verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socure,https://www.g2.com/categories/identity-verification,verificacion-identidad,https://www.g2.com/categories/identity-verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egnyte,https://www.g2.com/categories/other-privacy,otro-privacidad,https://www.g2.com/categories/other-privacy,https://www.g2.com/categories/sensitive-data-discovery,deteccion-datos-sensibles,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZoomInfo Compliance API,https://www.g2.com/categories/other-privacy,otro-privacidad,https://www.g2.com/categories/other-privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Box Zones,https://www.g2.com/categories/other-privacy,otro-privacidad,https://www.g2.com/categories/other-privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iubenda,https://www.g2.com/categories/privacy-policy-generator,generador-politicas-privacidad,https://www.g2.com/categories/privacy-policy-generator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbide,https://www.g2.com/categories/privacy-policy-generator,generador-politicas-privacidad,https://www.g2.com/categories/privacy-policy-generator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BetterCloud,https://www.g2.com/categories/sensitive-data-discovery,deteccion-datos-sensibles,https://www.g2.com/categories/sensitive-data-discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concept 3D,https://www.g2.com/categories/virtual-tour,recorridos-virtuales,https://www.g2.com/categories/virtual-tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeliportMe: Virtual Tour Software,https://www.g2.com/categories/virtual-tour,recorridos-virtuales,https://www.g2.com/categories/virtual-tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Tour Vision,https://www.g2.com/categories/virtual-tour,recorridos-virtuales,https://www.g2.com/categories/virtual-tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blender,https://www.g2.com/categories/3d-modeling,,#N/A,https://www.g2.com/categories/3d-rendering,,https://www.g2.com/categories/game-engine,,,,,,,,,,,,,,,,,,,,,,,,,,
Creo Parametric,https://www.g2.com/categories/3d-modeling,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Substance 3D Painter,https://www.g2.com/categories/3d-painting,pintura-3d,https://www.g2.com/categories/3d-painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Substance 3D Assets,https://www.g2.com/categories/3d-painting,pintura-3d,https://www.g2.com/categories/3d-painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacdora,https://www.g2.com/categories/3d-painting,pintura-3d,https://www.g2.com/categories/3d-painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logic Pro X,https://www.g2.com/categories/audio-editing,edicion-audio,https://www.g2.com/categories/audio-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Audition,https://www.g2.com/categories/audio-editing,edicion-audio,https://www.g2.com/categories/audio-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behance,https://www.g2.com/categories/creative-portfolio-management,gestion-portafolios-creativos,https://www.g2.com/categories/creative-portfolio-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhotoShelter for Brands,https://www.g2.com/categories/creative-portfolio-management,gestion-portafolios-creativos,https://www.g2.com/categories/creative-portfolio-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbonmade,https://www.g2.com/categories/creative-portfolio-management,gestion-portafolios-creativos,https://www.g2.com/categories/creative-portfolio-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simplified,https://www.g2.com/categories/display-ad-design,diseño-anuncios-display,https://www.g2.com/categories/display-ad-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animaker,https://www.g2.com/categories/display-ad-design,diseño-anuncios-display,https://www.g2.com/categories/display-ad-design,https://www.g2.com/categories/animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font Book,https://www.g2.com/categories/font-management,gestion-fuentes,https://www.g2.com/categories/font-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonts.com,https://www.g2.com/categories/font-management,gestion-fuentes,https://www.g2.com/categories/font-management,https://www.g2.com/categories/web-font-marketplace,mercado-fuentes-web,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connect Fonts,https://www.g2.com/categories/font-management,gestion-fuentes,https://www.g2.com/categories/font-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe InDesign,https://www.g2.com/categories/desktop-publishing,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Publisher,https://www.g2.com/categories/desktop-publishing,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sketchbook,https://www.g2.com/categories/drawing,dibujo,https://www.g2.com/categories/drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Fresco,https://www.g2.com/categories/drawing,dibujo,https://www.g2.com/categories/drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procreate,https://www.g2.com/categories/drawing,dibujo,https://www.g2.com/categories/drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issuu,https://www.g2.com/categories/flipbook,flipbook,https://www.g2.com/categories/flipbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Illustrator,https://www.g2.com/categories/vector-graphics,graficos-vectoriales,https://www.g2.com/categories/vector-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Capture,https://www.g2.com/categories/vector-graphics,graficos-vectoriales,https://www.g2.com/categories/vector-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CorelDRAW,https://www.g2.com/categories/vector-graphics,graficos-vectoriales,https://www.g2.com/categories/vector-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreeLogoServices,https://www.g2.com/categories/other-design,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logomaker,https://www.g2.com/categories/other-design,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iconfinder,https://www.g2.com/categories/other-design,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Photoshop,https://www.g2.com/categories/photo-editing,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Photoshop Lightroom,https://www.g2.com/categories/photo-editing,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Photos,https://www.g2.com/categories/photo-management,gestion-fotos,https://www.g2.com/categories/photo-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photos,https://www.g2.com/categories/photo-management,gestion-fotos,https://www.g2.com/categories/photo-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Photoshop Lightroom Classic,https://www.g2.com/categories/photo-management,gestion-fotos,https://www.g2.com/categories/photo-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storyboard,https://www.g2.com/categories/podcast-hosting,alojamiento-podcasts,https://www.g2.com/categories/podcast-hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoundCloud,https://www.g2.com/categories/podcast-hosting,alojamiento-podcasts,https://www.g2.com/categories/podcast-hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSS.com,https://www.g2.com/categories/podcast-hosting,alojamiento-podcasts,https://www.g2.com/categories/podcast-hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figma,https://www.g2.com/categories/prototyping,,#N/A,https://www.g2.com/categories/software-design-platforms,,https://www.g2.com/categories/wireframing,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe XD,https://www.g2.com/categories/prototyping,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UXPin,https://www.g2.com/categories/software-design-platforms,plataformas-diseño-software,https://www.g2.com/categories/software-design-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
App Builder,https://www.g2.com/categories/software-design-platforms,plataformas-diseño-software,https://www.g2.com/categories/software-design-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WordPress.com,https://www.g2.com/categories/web-design,diseño-web,https://www.g2.com/categories/web-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Dreamweaver,https://www.g2.com/categories/web-design,diseño-web,https://www.g2.com/categories/web-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vecteezy,https://www.g2.com/categories/stock-footage,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shutterstock,https://www.g2.com/categories/stock-footage,,#N/A,https://www.g2.com/categories/stock-music,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vimeo Stock,https://www.g2.com/categories/stock-footage,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storyblocks,https://www.g2.com/categories/stock-music,musica-stock,https://www.g2.com/categories/stock-music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iStock,https://www.g2.com/categories/stock-music,musica-stock,https://www.g2.com/categories/stock-music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe After Effects,https://www.g2.com/categories/animation,,#N/A,https://www.g2.com/categories/video-effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castr,https://www.g2.com/categories/live-stream,transmision-vivo,https://www.g2.com/categories/live-stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YouTube Live,https://www.g2.com/categories/live-stream,transmision-vivo,https://www.g2.com/categories/live-stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECnGO Livestream like a pro,https://www.g2.com/categories/live-stream-broadcasting,transmision-transmision-vivo,https://www.g2.com/categories/live-stream-broadcasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobizen Studio,https://www.g2.com/categories/live-stream-broadcasting,transmision-transmision-vivo,https://www.g2.com/categories/live-stream-broadcasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnableX,https://www.g2.com/categories/live-stream-broadcasting,transmision-transmision-vivo,https://www.g2.com/categories/live-stream-broadcasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Videon,https://www.g2.com/categories/other-video,otro-video,https://www.g2.com/categories/other-video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compressor,https://www.g2.com/categories/other-video,otro-video,https://www.g2.com/categories/other-video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS Elemental MediaPackage,https://www.g2.com/categories/other-video,otro-video,https://www.g2.com/categories/other-video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muvi,https://www.g2.com/categories/ott-platforms,plataformas-ott-over-the-top,https://www.g2.com/categories/ott-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Live and On-Demand Streaming,https://www.g2.com/categories/ott-platforms,plataformas-ott-over-the-top,https://www.g2.com/categories/ott-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Media Suite,https://www.g2.com/categories/ott-platforms,plataformas-ott-over-the-top,https://www.g2.com/categories/ott-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iMovie,https://www.g2.com/categories/video-editing,edicion-video,https://www.g2.com/categories/video-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Premiere Pro,https://www.g2.com/categories/video-editing,edicion-video,https://www.g2.com/categories/video-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camtasia,https://www.g2.com/categories/video-editing,edicion-video,https://www.g2.com/categories/video-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motion,https://www.g2.com/categories/video-effects,efectos-video,https://www.g2.com/categories/video-effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FinalCut Pro,https://www.g2.com/categories/video-effects,efectos-video,https://www.g2.com/categories/video-effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wistia,https://www.g2.com/categories/video-hosting,alojamiento-videos,https://www.g2.com/categories/video-hosting,https://www.g2.com/categories/video-platform-as-a-service-vpaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YouTube Advertising,https://www.g2.com/categories/video-hosting,alojamiento-videos,https://www.g2.com/categories/video-hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Fonts,https://www.g2.com/categories/web-font-marketplace,mercado-fuentes-web,https://www.g2.com/categories/web-font-marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Fonts,https://www.g2.com/categories/web-font-marketplace,mercado-fuentes-web,https://www.g2.com/categories/web-font-marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS mbda,https://www.g2.com/categories/cloud-platform-as-a-service-paas,plataforma-como-servicio-paas-nube,https://www.g2.com/categories/cloud-platform-as-a-service-paas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesforce Platform,https://www.g2.com/categories/cloud-platform-as-a-service-paas,plataforma-como-servicio-paas-nube,https://www.g2.com/categories/cloud-platform-as-a-service-paas,https://www.g2.com/categories/no-code-development-platforms,plataformas-desarrollo-sin-codigo,https://www.g2.com/categories/workplace-innovation-platforms,plataformas-innovacion-trabajo,,,,,,,,,,,,,,,,,,,,,,,,,
SAP Business Technology Platform,https://www.g2.com/categories/cloud-platform-as-a-service-paas,plataforma-como-servicio-paas-nube,https://www.g2.com/categories/cloud-platform-as-a-service-paas,https://www.g2.com/categories/infrastructure-as-a-service-iaas,infraestructura-como-servicio-iaas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visual Studio,https://www.g2.com/categories/c-c-integrated-development-environments-ide,,#N/A,https://www.g2.com/categories/java-integrated-development-environments-ide,,https://www.g2.com/categories/net-integrated-development-environments-ide,,https://www.g2.com/categories/application-development-platforms,,https://www.g2.com/categories/mobile-development-platforms,,,,,,,,,,,,,,,,,,,,,,
Xcode,https://www.g2.com/categories/c-c-integrated-development-environments-ide,,#N/A,https://www.g2.com/categories/mobile-development-platforms,,https://www.g2.com/categories/mobile-app-debugging,,https://www.g2.com/categories/mobile-app-testing,,,,,,,,,,,,,,,,,,,,,,,,
AWS Cloud9,https://www.g2.com/categories/c-c-integrated-development-environments-ide,,#N/A,https://www.g2.com/categories/php-integrated-development-environments-ide,,https://www.g2.com/categories/python-integrated-development-environments-ide,,,,,,,,,,,,,,,,,,,,,,,,,,
